Logistic
LOSS 01
2307	  6,892880
516	  2,611289
2823	  8,123797
1032	  3,976267
1548	  5,142399
2064	  6,335471
273	  1,686337
2580	  7,533675
789	  3,409237
1305	  4,585632
1821	  5,771007
30	  0,268121
2337	  6,964080
546	  2,711995
2853	  8,201411
1062	  4,046825
1578	  5,214881
2094	  6,404747
303	  1,816549
2610	  7,604233
819	  3,484285
1335	  4,650417
1851	  5,839641
60	  0,488133
576	  2,812700
2368	  7,035279
1092	  4,115459
2884	  8,277742
1609	  5,284157
333	  1,937139
2125	  6,474022
2641	  7,674792
850	  3,554843
1366	  4,719051
1882	  5,910840
91	  0,716485
2398	  7,106479
607	  2,911482
2914	  8,355356
1123	  4,185375
1639	  5,355356
2155	  6,543938
364	  2,062861
2671	  7,744708
880	  3,625401
1396	  4,790892
1912	  5,982040
121	  0,917255
2428	  7,177037
637	  2,998717
2944	  8,431046
1153	  4,252726
1669	  5,423990
2185	  6,614496
394	  2,175754
910	  3,694035
2702	  7,814625
1426	  4,859525
151	  1,092367
1943	  6,052598
667	  3,089801
2459	  7,247595
2975	  8,506094
1184	  4,320077
1700	  5,493906
2216	  6,683772
425	  2,287364
2732	  7,889673
941	  3,764593
1457	  4,930083
1973	  6,124439
182	  1,267479
2489	  7,318153
698	  3,172547
3005	  8,581142
1214	  4,386786
1730	  5,563823
2246	  6,752405
455	  2,394484
2762	  7,967287
971	  3,835792
1487	  5,000641
2003	  6,194355
212	  1,398332
2519	  7,389352
728	  3,254009
1244	  4,453496
1760	  5,631815
485	  2,497114
2277	  6,823605
1001	  3,906350
2793	  8,045542
1518	  5,071841
242	  1,537524
2034	  6,265555
2550	  7,461835
759	  3,332264
1275	  4,518922
1791	  5,700449
Squared Error
2307	  6,034293
516	  2,496275
2823	  7,016100
1032	  3,665941
1548	  4,607549
2064	  5,579797
273	  1,631460
2580	  6,553219
789	  3,204344
1305	  4,164067
1821	  5,122615
30	  0,258401
2337	  6,091826
546	  2,589918
2853	  7,074929
1062	  3,722050
1578	  4,664644
2094	  5,636498
303	  1,755171
2610	  6,610431
819	  3,268741
1335	  4,217554
1851	  5,180004
60	  0,468096
576	  2,683699
2368	  6,149603
1092	  3,777814
2884	  7,133597
1609	  4,721409
333	  1,869892
2125	  5,693142
2641	  6,667629
850	  3,325238
1366	  4,272205
1882	  5,237578
91	  0,688978
2398	  6,207401
607	  2,770308
2914	  7,192272
1123	  3,834306
1639	  4,779320
2155	  5,749639
364	  1,986064
2671	  6,724823
880	  3,381843
1396	  4,328240
1912	  5,295151
121	  0,884729
2428	  6,265047
637	  2,849819
2944	  7,251013
1153	  3,890446
1669	  4,836379
2185	  5,806269
394	  2,092061
910	  3,438402
2702	  6,782076
1426	  4,384033
151	  1,056359
1943	  5,352095
667	  2,927599
2459	  6,322806
2975	  7,309860
1184	  3,946288
1700	  4,893375
2216	  5,862793
425	  2,194542
2732	  6,840118
941	  3,495952
1457	  4,439820
1973	  5,408900
182	  1,227540
2489	  6,380741
698	  3,000738
3005	  7,368594
1214	  4,001584
1730	  4,950513
2246	  5,919343
455	  2,295447
2762	  6,898505
971	  3,553478
1487	  4,495512
2003	  5,465745
212	  1,353678
2519	  6,438682
728	  3,068922
1244	  4,055719
1760	  5,007370
485	  2,392319
2277	  5,976923
1001	  3,609931
2793	  6,957272
1518	  4,551078
242	  1,488660
2034	  5,522812
2550	  6,495995
759	  3,137173
1275	  4,109811
1791	  5,065069
